Cpd_Id	Name	InChIKey	Smiles	DataSet	CpdClass
CHEMBL3965479	CHEMBL3965479	BAFPWLDFTJYFFW-GOSISDBHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4CCNC(=O)C4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3950710	CHEMBL3950710	PEWJHEYRNWAYBP-UHFFFAOYSA-N	COC(=O)c1cnc(N2CCN(c3nnc(-c4ccc(OC)cc4)c(C)c3C)CC2)nc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3942022	CHEMBL3942022	QTAZTPFWIUIJKI-QGZVFWFLSA-N	Cc1c(-c2ccc(C(F)(F)F)cc2)nnc(N2CCN(c3cnc(C(=O)N4CCOCC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3952417	CHEMBL3952417	ULMWTWZNZCMXEA-OAHLLOKOSA-N	CC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)nc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3936743	CHEMBL3936743	QQXLSYYOFWNBRB-QGZVFWFLSA-N	C[C@@H]1CN(c2nnc(Cc3ccc(F)cc3)c3c2CCC3)CCN1c1cc(C(F)(F)F)c(C(C)(C)O)cn1	SmoAnta	SmoAnta
CHEMBL3957247	CHEMBL3957247	MLUWGOBEGDCIST-HXUWFJFHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4CCN(C)CC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3899187	CHEMBL3899187	GYFPNEDYUMLPDL-UHFFFAOYSA-N	FC(F)(F)c1ccc(N2CCN(c3nnc(Cc4ccccc4)c4c3CCC4)CC2)nc1	SmoAnta	SmoAnta
CHEMBL3933708	CHEMBL3933708	WGNCREIMVSHCMO-UHFFFAOYSA-N	CCOC(=O)c1ccc(N2CCN(c3nnc(Cc4ccc(F)cc4)c4c3CCCC4)CC2)nc1	SmoAnta	SmoAnta
CHEMBL3930109	CHEMBL3930109	MRGOROJMQXXDLJ-QGZVFWFLSA-N	Cc1c(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)nnc(Cc2ccccc2)c1CO	SmoAnta	SmoAnta
CHEMBL3953389	CHEMBL3953389	OINZBZIQNKTIFH-UHFFFAOYSA-N	COC(=O)c1cnc(N2CCN(c3nnc(-c4cccc(Cl)c4)c(C)c3C)CC2)nc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3969486	CHEMBL3969486	IEHAZPTWUKALSD-MRXNPFEDSA-N	Cc1c(Oc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3930063	CHEMBL3930063	DQAWVMXJLTWRDV-UHFFFAOYSA-N	Cc1c(-c2ccncc2)nnc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL3961874	CHEMBL3961874	LWEQTPJMPFLHLQ-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCC(F)(c3ccc(C(C)(C)O)cc3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL3910022	CHEMBL3910022	XMTFYICRNSUTQD-UHFFFAOYSA-N	Fc1ccc(Cc2nnc(N3CCN(c4ccc(C(F)(F)F)cn4)CC3)c3c2CCC3)c(F)c1	SmoAnta	SmoAnta
CHEMBL3956883	CHEMBL3956883	LOCCROWNKPBTNX-OAHLLOKOSA-N	Cc1c(-c2ccc(F)cc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3927593	CHEMBL3927593	IMPZXJSTVMKDHQ-GOSISDBHSA-N	Cc1c(-c2ccc(C(F)(F)F)cc2)nnc(N2CCN(c3cnc(C(=O)N4CCN(S(C)(=O)=O)CC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3965473	CHEMBL3965473	JBSRSQSDFFDIHM-UHFFFAOYSA-N	Fc1cccc(Cc2nnc(N3CCN(c4ccc(C(F)(F)F)cn4)CC3)c3c2CCC3)c1	SmoAnta	SmoAnta
CHEMBL3982279	CHEMBL3982279	GSBNFFLEHAKJCS-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(C(=O)Nc3ccccc3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL3937323	CHEMBL3937323	KNIRQAJTBSVZFK-LJQANCHMSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCC(C)C)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3948598	CHEMBL3948598	WYRZRSYFBUYKDY-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL3965793	CHEMBL3965793	ZPTZVVANNRCNBO-OAHLLOKOSA-N	COC(=O)c1cnc(N2CCN(c3nnc(Cc4ccncc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta
CHEMBL3959946	CHEMBL3959946	WGIYTWPOLQQZOV-UHFFFAOYSA-N	CC(C)(O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c4c3CCC4)CC2)cn1	SmoAnta	SmoAnta
CHEMBL3986550	CHEMBL3986550	WFCIUZNEBQUHJS-LJQANCHMSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4CCOCC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3912449	CHEMBL3912449	POERAARDVFVDLO-KRWDZBQOSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3957159	CHEMBL3957159	XYVCBWSSEGEIJY-MRXNPFEDSA-N	CCCCOC(=O)c1cnc(N2CCN(c3nnc(-c4ccc(F)nc4)c(C)c3C)C[C@H]2C)cc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3983242	CHEMBL3983242	GSZLFWSMCGVDPB-MRXNPFEDSA-N	COC(=O)c1ncc(N2CCN(c3nnc(Cc4ccccc4)c4c3CCC4)C[C@H]2C)nc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3948278	CHEMBL3948278	XKUCLFDPGRHIBC-UHFFFAOYSA-N	Cc1c(Cc2ccc(F)cc2)nnc(N2CCN(c3ccc(C(C)(C)O)cn3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL3899393	CHEMBL3899393	IORTZMGXERGRAP-LJQANCHMSA-N	CCC(O)(CC)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta
CHEMBL3959587	CHEMBL3959587	CFHZZFYFOKMZNF-OAHLLOKOSA-N	Cc1c(-c2ccc(C(F)(F)F)cc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3972256	CHEMBL3972256	QRUXAUDVXVLKOY-OAQYLSRUSA-N	Cc1c(-c2ccc(C(F)(F)F)cc2)nnc(N2CCN(c3cnc(C(=O)N(c4ccccc4)C(C)C)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3889599	CHEMBL3889599	RKSSVIBNUIGCSP-OAQYLSRUSA-N	Cc1c(-c2ccc(C(F)(F)F)cc2)nnc(N2CCN(c3cnc(C(=O)N(C)CCc4ccccc4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3976089	CHEMBL3976089	OOFSTNSZEOLZGF-MRXNPFEDSA-N	Cc1c(Cc2ccncc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3902667	CHEMBL3902667	INLSIUHDZZBVKT-OAQYLSRUSA-N	CC[C@@H]1CN(c2nnc(Cc3ccccc3)c(C)c2C)CCN1c1cnc(C(C)(C)O)cn1	SmoAnta	SmoAnta
CHEMBL3927397	CHEMBL3927397	MAPIDHQVJDJWLV-QGZVFWFLSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1CO	SmoAnta	SmoAnta
CHEMBL3896685	CHEMBL3896685	JBHHFBPZTGSYLE-GOSISDBHSA-N	COC(CO)(OC)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta
CHEMBL3971766	CHEMBL3971766	JDHHLKZLNWGAAV-MRXNPFEDSA-N	COC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta
CHEMBL3920191	CHEMBL3920191	AUJCBNXMODHUDL-QGZVFWFLSA-N	COC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c4c3CCC4)C[C@H]2C)cn1	SmoAnta	SmoAnta
CHEMBL3942299	CHEMBL3942299	QTPBWEZKZBJJQL-UHFFFAOYSA-N	Cc1c(Cc2ccc(F)cc2)nnc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL3905821	CHEMBL3905821	RQVJRDTWXMZXIE-QGZVFWFLSA-N	CCCCOC(=O)c1cnc(N2CCN(c3nnc(-c4ccncc4)c(C)c3C)C[C@H]2C)cc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3893223	CHEMBL3893223	JSKSYTQPNABUFN-MRXNPFEDSA-N	Cc1c(Cc2cccnc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3986696	CHEMBL3986696	UJHSHAOTDYEXHM-UHFFFAOYSA-N	CC(C)(O)c1ccc(N2CCN(c3nnc(Cc4ccc(F)cc4)c4c3CCCC4)CC2)nc1	SmoAnta	SmoAnta
CHEMBL3939157	CHEMBL3939157	QUXPQHIINGITCR-HXUWFJFHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4CCCCC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3912445	CHEMBL3912445	ZNSLGFBUWOIORG-QGZVFWFLSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NC4CC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3909290	CHEMBL3909290	VNMXAXGZVUSUHV-LJQANCHMSA-N	Cc1c(Nc2ccccc2)nnc(N2CCN(c3cnc(C(=O)Nc4ccccc4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3903694	CHEMBL3903694	LWUAPVQWCGLGMN-OAHLLOKOSA-N	COC(=O)c1cnc(N2CCN(c3nnc(C(=O)c4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta
CHEMBL3891390	CHEMBL3891390	PLQZPWBHSFFXHV-GOSISDBHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCCCO)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3940076	CHEMBL3940076	QGTBJZXGCBNJKL-UHFFFAOYSA-N	COc1ccc(-c2nnc(N3CCN(c4ccc(C(F)(F)F)cn4)CC3)c(C)c2C)cc1	SmoAnta	SmoAnta
CHEMBL3949191	CHEMBL3949191	RHHXWXBWHIWPQV-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCC(O)(c3ccc(C(C)(C)O)cn3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL3946402	CHEMBL3946402	VHQIYRKDXQNIPA-QGZVFWFLSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3ccc(S(=O)(=O)C(F)(F)F)cc3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3133037	CHEMBL3133037	POERAARDVFVDLO-QGZVFWFLSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3910786	CHEMBL3910786	UCHJCEPECRGKJG-MRXNPFEDSA-N	C[C@@H]1CN(c2nnc(Cc3ccc(F)cc3)c3c2CCC3)CCN1c1ncc(C(C)(C)O)c(C(F)(F)F)n1	SmoAnta	SmoAnta
CHEMBL3931348	CHEMBL3931348	FIQWINPJOGLKAT-VTBWFHPJSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3889851	CHEMBL3889851	RWQHGOQLSUVKOE-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCC(c3nc(C(F)(F)F)c[nH]3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL3922446	CHEMBL3922446	YZLNTKQPNGTLIH-OAQYLSRUSA-N	CC[C@@H]1CN(c2nnc(Cc3ccccc3)c(C)c2C)CCN1c1cnc(C(C)=O)cn1	SmoAnta	SmoAnta
CHEMBL3934557	CHEMBL3934557	STWKGGVUPRMIIS-GOSISDBHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N(C)CCO)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3958192	CHEMBL3958192	FMRQQVSLNRYWDK-GOSISDBHSA-N	C=C(C)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta
CHEMBL3919707	CHEMBL3919707	KIPURWKVNMWUGR-NJYVYQBISA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4C[C@H](C)O[C@H](C)C4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3953149	CHEMBL3953149	BHESAMQTYCUTJD-MRXNPFEDSA-N	Cc1c(C(=O)c2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3942727	CHEMBL3942727	QSMJLOCNGPQFRI-UHFFFAOYSA-N	Cc1c(-c2ccc(F)cc2)nnc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL3919524	CHEMBL3919524	BPBSSGDAWAXKLS-MRXNPFEDSA-N	CC(=O)c1cnc(N2CCN(c3nnc(Cc4ccc(F)cc4)c4c3CCC4)C[C@H]2C)cc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3973520	CHEMBL3973520	NWTSPHWRMSQVRL-QGZVFWFLSA-N	CC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c4c3CCC4)C[C@H]2C)cc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3922623	CHEMBL3922623	IIKAHVDOSHVIAM-GOSISDBHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NC(C)(C)CO)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3958040	CHEMBL3958040	UOHAWIZHKFUVPM-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(C2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL3973612	CHEMBL3973612	NFZHMLDFDHMYJE-UHFFFAOYSA-N	FC(F)(F)c1ccc(N2CCN(c3nnc(Cc4ccccc4Cl)c4c3CCC4)CC2)nc1	SmoAnta	SmoAnta
CHEMBL3971495	CHEMBL3971495	KUGYAAOIRJCBOT-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL3604621	CHEMBL3604621	RUGCYCMPTFYHPF-UHFFFAOYSA-N	CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NC(C#N)c4ccccc4)c3)cc2s1	SmoAnta	SmoAnta
CHEMBL3950687	CHEMBL3950687	GHFWGFLLCDKFBE-MRXNPFEDSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCC(F)(F)F)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3929514	CHEMBL3929514	KIXNSOUENSBRIS-OAQYLSRUSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4CCC(CCO)CC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3895940	CHEMBL3895940	FWTCYLIISSHRAD-OAHLLOKOSA-N	COC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccn4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta
CHEMBL3929057	CHEMBL3929057	NWKKZHOMVYZWAW-QGZVFWFLSA-N	C[C@@H]1CN(c2nnc(Cc3ccccc3)c3c2CCC3)CCN1c1ncc(C(C)(C)O)c(C(F)(F)F)n1	SmoAnta	SmoAnta
CHEMBL3921763	CHEMBL3921763	BIAMMLFBGSGNNO-MRXNPFEDSA-N	CCOC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)nc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3905798	CHEMBL3905798	UBNIZTBXTXRRTF-OAQYLSRUSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCCN4CCCC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3983876	CHEMBL3983876	JOXUUCKOWAAZLA-CQSZACIVSA-N	COC(=O)c1cnc(N2CCN(c3nnc(Cc4ccc(F)cc4)c(C)c3C)C[C@H]2C)nc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3962661	CHEMBL3962661	UYIXVHMWXHJLMV-JGHKVMFLSA-N	COC(=O)c1cnc(N2CCN(c3nnc(C(O)c4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta
CHEMBL3915100	CHEMBL3915100	UUDQOJNCBUZMKM-NNAHLOSHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NC4CCC(O)CC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3962643	CHEMBL3962643	POLHUFLXBOGSEB-GOSISDBHSA-N	C[C@@H]1CN(c2nnc(Cc3ccccc3)c3c2CCC3)CCN1c1cnc(C(C)(C)O)cn1	SmoAnta	SmoAnta
CHEMBL3915663	CHEMBL3915663	ZJHDMRCLHFUTQT-UHFFFAOYSA-N	COC(=O)c1cnc(N2CCN(c3nnc(-c4ccc(F)c(Cl)c4)c(C)c3C)CC2)cc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3967151	CHEMBL3967151	UMMPRFMUGCIHSG-UHFFFAOYSA-N	Cc1nnc(Cc2nnc(N3CCN(c4ccc(C(F)(F)F)cn4)CC3)c(C)c2C)o1	SmoAnta	SmoAnta
CHEMBL3986486	CHEMBL3986486	FHRXCLYBSQUUCJ-OAQYLSRUSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCCN4CCOCC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3967092	CHEMBL3967092	YEIAKAGSDSWUJJ-OAQYLSRUSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCCc4ccccn4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3955058	CHEMBL3955058	UBUCQTGUKHYKMY-CQSZACIVSA-N	CC(=O)c1cnc(N2CCN(c3nnc(Cc4ccc(F)cc4)c(C)c3C)C[C@H]2C)nc1C(F)(F)F	SmoAnta	SmoAnta
CHEMBL3891481	CHEMBL3891481	HOVPROJGSNLOLU-OQHSHRKDSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCC(O)CO)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta
CHEMBL3911804	CHEMBL3911804	WNZFNQMJGGDSLY-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(C2CCN(c3cnc(C(C)(C)O)cn3)CC2)c1C	SmoAnta	SmoAnta
CHEMBL561735	CHEMBL561735	UPMCSVWRMKPGAO-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2cccc(OC)c2)c1	SmoAnta	SmoAnta
CHEMBL2031245	CHEMBL2031245	XMXDYIDWOOQSFY-UHFFFAOYSA-N	COc1cc(C(=O)NC(=S)Nc2cccc(NC(=O)c3ccc(-c4ccc(F)cc4)cc3)c2)cc(OC)c1OC	SmoAnta	SmoAnta
CHEMBL2043429	CHEMBL2043429	ZEZBTZJDUZIGPQ-CRAIPNDOSA-N	CN1CC[C@@H](NC(=O)Nc2ccccc2)C[C@@H]1c1nc2ccccc2[nH]1	SmoAnta	SmoAnta
CHEMBL2031273	CHEMBL2031273	QYEHHIQOIAJQAY-UHFFFAOYSA-N	COc1cc(C(=O)NC(=O)Nc2cccc(NC(=O)c3ccccc3)c2)cc(OC)c1OC	SmoAnta	SmoAnta
CHEMBL1580265	CHEMBL1580265	OKYUJZQDBSZTCU-UHFFFAOYSA-N	O=C(Nc1ccc(-c2csc(-c3ccccc3)n2)cc1)c1ccccc1Cl	SmoAnta	SmoAnta
CHEMBL4440172	CHEMBL4440172	IOWOXOWWWSDVKI-UFHPHHKVSA-N	C[C@@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(c4ccc(NC(=O)NN)cc4)CC3)cc2)O1	SmoAnta	SmoAnta
CHEMBL474281	CHEMBL474281	VFQLHOJNCNGPIK-UHFFFAOYSA-N	Cc1cccc(C(=O)Nc2ccc3c(c2)CC(NCc2ccccn2)C3)c1-c1ccc(C(F)(F)F)cc1	SmoAnta	SmoAnta
CHEMBL1082713	CHEMBL1082713	PBMRTARCURRUQT-SFHVURJKSA-N	C[C@H]1CN(c2nnc(-c3ccccn3)c3ccccc23)CCN1C(=O)c1ccccc1	SmoAnta	SmoAnta
CHEMBL2031291	CHEMBL2031291	BQVVGHXOJLAFDL-UHFFFAOYSA-N	COc1cc(C(=O)NC(=N)Nc2ccc(C)c(NC(=O)c3cccc(-c4ccccc4)c3)c2)cc(OC)c1OC	SmoAnta	SmoAnta
CHEMBL1615189	CHEMBL1615189	YGBMCLDVRUGXOV-UHFFFAOYSA-N	CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1	SmoAnta	SmoAnta
CHEMBL474508	CHEMBL474508	CVZLQNNEWOTLBK-DEOSSOPVSA-N	Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](NCc2scnc2C)C3)c1-c1ccc(C(F)(F)F)cc1	SmoAnta	SmoAnta
CHEMBL551065	CHEMBL551065	HVOPXEDYTXZCJZ-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2cccc(C)c2C)c1	SmoAnta	SmoAnta
CHEMBL4644288	CHEMBL4644288	DGYPDRAGFZNVOC-UHFFFAOYSA-N	CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(C(=O)c2ccccc2Nc2ccnn2C)CC1	SmoAnta	SmoAnta
CHEMBL561069	CHEMBL561069	LLMIBFIKVLEZID-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2ccc(F)cc2)c1	SmoAnta	SmoAnta
CHEMBL550190	CHEMBL550190	IGUNWZMHTGDLML-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2ccc(OC)nc2)c1	SmoAnta	SmoAnta
CHEMBL2031267	CHEMBL2031267	UXIZREWXRPGLRQ-UHFFFAOYSA-N	COc1cc(C(=O)NC(=S)Nc2ccc(Cl)c(NC(=O)c3ccc(-c4ccccc4)cc3)c2)cc(OC)c1OC	SmoAnta	SmoAnta
CHEMBL3819191	CHEMBL3819191	FMPVKBVJYLSHDT-UHFFFAOYSA-N	CN1CCN(C(=O)c2cc3c(s2)CCN(c2ccc(Cl)c(-c4nc5ccccc5n4C)c2)C3)CC1	SmoAnta	SmoAnta
CHEMBL4588930	CHEMBL4588930	VFUWNEXBWKSDNZ-UHFFFAOYSA-N	Cc1ccc(NCc2ccnn2-c2nnc(N3CCC(C(=O)Nc4ccccc4C)CC3)s2)nc1	SmoAnta	SmoAnta
CHEMBL4562342	CHEMBL4562342	YHGHBAXLVHCABI-VAVYLYDRSA-N	C[C@@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(c4ccc(-n5cn[nH]c5=O)cc4)CC3)cc2)O1	SmoAnta	SmoAnta
CHEMBL480889	CHEMBL480889	WPHXYKUPFJRJDK-AHWVRZQESA-N	COc1cccc(CN(C(=O)CC(C)(C)C)[C@H]2C[C@@H](C(=O)N3CCNCC3)N(Cc3ccc4c(c3)OCO4)C2)c1	SmoAnta	SmoAnta
CHEMBL3604624	CHEMBL3604624	WTIQLXISMIJHAK-UHFFFAOYSA-N	O=C(Nc1cc(-c2ccc3nc(NCC4CC4)sc3c2)cnc1Cl)c1ccccc1	SmoAnta	SmoAnta
CHEMBL3604623	CHEMBL3604623	IACDQKWPLBPDSV-UHFFFAOYSA-N	O=C(Nc1cc(-c2ccc3nc(NC4CC4)sc3c2)cnc1Cl)c1cccc(Cl)c1	SmoAnta	SmoAnta
CHEMBL557114	CHEMBL557114	WLVDBLWXNWQIPT-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2cccc3c2CCCC3)c1	SmoAnta	SmoAnta
CHEMBL495620	CHEMBL495620	QGEYSRVCRYCOOT-UHFFFAOYSA-N	N#Cc1ccc(N2CCCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)nc1	SmoAnta	SmoAnta
CHEMBL3986017	CHEMBL3986017	QIPSSQCEYCIPGI-REHUZNOOSA-N	C[C@@H]1CC[C@@H]([C@@H](C)C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c2nc(CN3CCOCC3)ccc21	SmoAnta	SmoAnta
CHEMBL2160075	CHEMBL2160075	USCUNZFONNHOGC-UHFFFAOYSA-N	Clc1ccc(Nc2nccc3ccccc23)cc1-c1ncc(-c2ccccc2)[nH]1	SmoAnta	SmoAnta
CHEMBL4572598	CHEMBL4572598	BHQZXBHEQADRKL-HKFHRXRESA-N	C[C@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(c4ccc(NC(=O)c5cccc(O)c5)cc4)CC3)cc2)O1	SmoAnta	SmoAnta
CHEMBL2031295	CHEMBL2031295	BZLYWEGZFZTCMX-UHFFFAOYSA-N	COc1cc(C(=O)NC(=N)Nc2ccc(Cl)c(C(=O)Nc3ccccc3)c2)cc(OC)c1OC	SmoAnta	SmoAnta
CHEMBL3604616	CHEMBL3604616	DRJZUAZDYUBLQP-UHFFFAOYSA-N	CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NC(=O)c4ccc(F)cc4)c3)cc2s1	SmoAnta	SmoAnta
CHEMBL3951963	CHEMBL3951963	YMVFMEJSPJLVTH-VGBVCGLRSA-N	C[C@@H]1CC[C@H]2[C@@](C)(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)OC3O[C@@]4(C)CC[C@@H]1[C@]32OO4	SmoAnta	SmoAnta
